     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  
   -19.30657     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.29257     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.27857     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.26357     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.24957     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.23557     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.22157     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.20657     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.19257     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.17857     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.16457     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.15057     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.13557     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.12157     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.10757     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.09357     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.07857     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.06457     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.05057     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.03657     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.02157     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.00757     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.99357     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.97957     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.96457     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.95057     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.93657     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.92257     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.90757     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.89357     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.87957     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.86557     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.85157     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.83657     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.82257     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.80857     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.79457     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.77957     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.76557     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.75157     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.73757     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.72257     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.70857     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.69457     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.68057     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.66557     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.65157     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.63757     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.62357     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.60857     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.59457     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.58057     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.56657     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.55257     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.53757     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.52357     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.50957     0.00002     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00002
   -18.49557     0.00009     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00009
   -18.48057     0.00041     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00042
   -18.46657     0.00169     0.00002     0.00000     0.00002     0.00000     0.00000     0.00000     0.00000     0.00000     0.00173
   -18.45257     0.00605     0.00007     0.00000     0.00007     0.00000     0.00000     0.00000     0.00000     0.00000     0.00620
   -18.43857     0.01895     0.00023     0.00000     0.00023     0.00000     0.00000     0.00000     0.00000     0.00000     0.01942
   -18.42357     0.05194     0.00064     0.00000     0.00064     0.00000     0.00000     0.00000     0.00000     0.00000     0.05322
   -18.40957     0.12497     0.00156     0.00000     0.00156     0.00000     0.00000     0.00000     0.00000     0.00000     0.12809
   -18.39557     0.26498     0.00335     0.00001     0.00335     0.00000     0.00000     0.00000     0.00000     0.00000     0.27168
   -18.38157     0.49864     0.00639     0.00001     0.00639     0.00000     0.00000     0.00000     0.00000     0.00000     0.51143
   -18.36657     0.83981     0.01098     0.00002     0.01098     0.00000     0.00000     0.00000     0.00000     0.00000     0.86179
   -18.35257     1.28304     0.01719     0.00004     0.01719     0.00000     0.00000     0.00000     0.00000     0.00000     1.31745
   -18.33857     1.80540     0.02493     0.00007     0.02492     0.00000     0.00000     0.00000     0.00000     0.00000     1.85531
   -18.32457     2.38014     0.03403     0.00010     0.03403     0.00000     0.00000     0.00000     0.00000     0.00000     2.44829
   -18.30957     2.98314     0.04429     0.00014     0.04430     0.00000     0.00000     0.00000     0.00000     0.00000     3.07187
   -18.29557     3.59244     0.05548     0.00019     0.05548     0.00000     0.00000     0.00000     0.00000     0.00000     3.70360
   -18.28157     4.19418     0.06749     0.00025     0.06749     0.00000     0.00000     0.00000     0.00000     0.00000     4.32941
   -18.26757     4.80186     0.08069     0.00031     0.08068     0.00000     0.00000     0.00000     0.00000     0.00000     4.96354
   -18.25357     5.45634     0.09608     0.00038     0.09607     0.00000     0.00000     0.00000     0.00000     0.00000     5.64887
   -18.23857     6.21882     0.11488     0.00046     0.11488     0.00000     0.00000     0.00000     0.00000     0.00000     6.44904
   -18.22457     7.12764     0.13795     0.00054     0.13795     0.00000     0.00000     0.00000     0.00000     0.00000     7.40408
   -18.21057     8.19810     0.16590     0.00064     0.16589     0.00000     0.00000     0.00000     0.00000     0.00000     8.53053
   -18.19657     9.46458     0.19994     0.00075     0.19994     0.00000     0.00000     0.00000     0.00000     0.00000     9.86521
   -18.18157    10.99314     0.24220     0.00086     0.24220     0.00000     0.00000     0.00000     0.00000     0.00000    11.47840
   -18.16757    12.84840     0.29465     0.00099     0.29455     0.00000     0.00000     0.00000     0.00000     0.00000    13.43860
   -18.15357    15.00840     0.35656     0.00112     0.35647     0.00000     0.00000     0.00000     0.00000     0.00000    15.72255
   -18.13957    17.30880     0.42394     0.00123     0.42395     0.00000     0.00000     0.00000     0.00000     0.00000    18.15792
   -18.12457    19.47420     0.48986     0.00132     0.48980     0.00000     0.00000     0.00000     0.00000     0.00000    20.45518
   -18.11057    21.16440     0.54531     0.00136     0.54528     0.00000     0.00000     0.00000     0.00000     0.00000    22.25635
   -18.09657    22.01580     0.57979     0.00134     0.57966     0.00000     0.00000     0.00000     0.00000     0.00000    23.17659
   -18.08257    21.63780     0.58164     0.00126     0.58164     0.00000     0.00000     0.00000     0.00000     0.00000    22.80234
   -18.06757    19.85220     0.54244     0.00111     0.54258     0.00000     0.00000     0.00000     0.00000     0.00000    20.93833
   -18.05357    16.71300     0.46321     0.00091     0.46327     0.00000     0.00000     0.00000     0.00000     0.00000    17.64039
   -18.03957    12.72492     0.35676     0.00068     0.35669     0.00000     0.00000     0.00000     0.00000     0.00000    13.43904
   -18.02557     8.65386     0.24475     0.00045     0.24474     0.00000     0.00000     0.00000     0.00000     0.00000     9.14380
   -18.01057     5.20146     0.14818     0.00027     0.14818     0.00000     0.00000     0.00000     0.00000     0.00000     5.49808
   -17.99657     2.74266     0.07855     0.00014     0.07855     0.00000     0.00000     0.00000     0.00000     0.00000     2.89990
   -17.98257     1.26032     0.03626     0.00006     0.03627     0.00000     0.00000     0.00000     0.00000     0.00000     1.33292
   -17.96857     0.50267     0.01451     0.00003     0.01451     0.00000     0.00000     0.00000     0.00000     0.00000     0.53172
   -17.95457     0.17329     0.00502     0.00001     0.00502     0.00000     0.00000     0.00000     0.00000     0.00000     0.18333
   -17.93957     0.05152     0.00150     0.00000     0.00150     0.00000     0.00000     0.00000     0.00000     0.00000     0.05451
   -17.92557     0.01318     0.00038     0.00000     0.00038     0.00000     0.00000     0.00000     0.00000     0.00000     0.01395
   -17.91157     0.00290     0.00008     0.00000     0.00008     0.00000     0.00000     0.00000     0.00000     0.00000     0.00307
   -17.89757     0.00055     0.00002     0.00000     0.00002     0.00000     0.00000     0.00000     0.00000     0.00000     0.00058
   -17.88257     0.00009     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00009
   -17.86857     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00001
   -17.85457     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.84057     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.82557     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.81157     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.79757     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.78357     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.76857     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.75457     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.74057     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.72657     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.71157     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.69757     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.68357     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.66957     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.65557     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.64057     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.62657     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.61257     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.59857     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.58357     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.56957     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.55557     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.54157     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.52657     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.51257     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.49857     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.48457     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.46957     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.45557     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.44157     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.42757     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.41257     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.39857     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.38457     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.37057     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.35657     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.34157     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.32757     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.31357     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.29957     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.28457     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.27057     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.25657     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.24257     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.22757     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.21357     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.19957     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.18557     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.17057     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.15657     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.14257     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.12857     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.11357     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.09957     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.08557     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.07157     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.05757     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.04257     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.02857     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.01457     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.00057     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.98557     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.97157     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.95757     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.94357     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.92857     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.91457     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.90057     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.88657     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.87157     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.85757     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.84357     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00001
   -16.82957     0.00004     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00004
   -16.81457     0.00019     0.00001     0.00000     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000     0.00020
   -16.80057     0.00087     0.00003     0.00000     0.00003     0.00000     0.00000     0.00000     0.00000     0.00000     0.00093
   -16.78657     0.00343     0.00011     0.00000     0.00011     0.00000     0.00000     0.00000     0.00000     0.00000     0.00366
   -16.77257     0.01174     0.00039     0.00000     0.00039     0.00000     0.00000     0.00000     0.00000     0.00000     0.01252
   -16.75857     0.03519     0.00116     0.00001     0.00116     0.00000     0.00000     0.00000     0.00000     0.00000     0.03753
   -16.74357     0.09290     0.00309     0.00002     0.00309     0.00000     0.00000     0.00000     0.00000     0.00000     0.09910
   -16.72957     0.21791     0.00730     0.00004     0.00730     0.00000     0.00000     0.00000     0.00000     0.00000     0.23255
   -16.71557     0.45792     0.01546     0.00008     0.01546     0.00000     0.00000     0.00000     0.00000     0.00000     0.48892
   -16.70157     0.86886     0.02960     0.00014     0.02960     0.00000     0.00000     0.00000     0.00000     0.00000     0.92819
   -16.68657     1.49850     0.05152     0.00023     0.05152     0.00000     0.00000     0.00000     0.00000     0.00000     1.60178
   -16.67257     2.36502     0.08212     0.00036     0.08212     0.00000     0.00000     0.00000     0.00000     0.00000     2.52962
   -16.65857     3.43890     0.12058     0.00050     0.12058     0.00000     0.00000     0.00000     0.00000     0.00000     3.68057
   -16.64457     4.63860     0.16443     0.00065     0.16443     0.00000     0.00000     0.00000     0.00000     0.00000     4.96811
   -16.62957     5.87340     0.21044     0.00078     0.21051     0.00000     0.00000     0.00000     0.00000     0.00000     6.29513
   -16.61557     7.06860     0.25642     0.00089     0.25646     0.00000     0.00000     0.00000     0.00000     0.00000     7.58238
   -16.60157     8.22600     0.30254     0.00099     0.30264     0.00000     0.00000     0.00000     0.00000     0.00000     8.83217
   -16.58757     9.40500     0.35114     0.00108     0.35108     0.00000     0.00000     0.00000     0.00000     0.00000    10.10830
   -16.57257    10.65600     0.40412     0.00120     0.40406     0.00000     0.00000     0.00000     0.00000     0.00000    11.46538
   -16.55857    11.94120     0.45976     0.00134     0.45977     0.00000     0.00000     0.00000     0.00000     0.00000    12.86207
   -16.54457    13.08240     0.51078     0.00149     0.51079     0.00000     0.00000     0.00000     0.00000     0.00000    14.10546
   -16.53057    13.81320     0.54631     0.00160     0.54624     0.00000     0.00000     0.00000     0.00000     0.00000    14.90735
   -16.51557    13.91040     0.55688     0.00164     0.55688     0.00000     0.00000     0.00000     0.00000     0.00000    15.02581
   -16.50157    13.34160     0.54094     0.00161     0.54094     0.00000     0.00000     0.00000     0.00000     0.00000    14.42508
   -16.48757    12.32460     0.50755     0.00151     0.50742     0.00000     0.00000     0.00000     0.00000     0.00000    13.34107
   -16.47357    11.26620     0.47366     0.00139     0.47367     0.00000     0.00000     0.00000     0.00000     0.00000    12.21492
   -16.45957    10.55700     0.45658     0.00129     0.45659     0.00000     0.00000     0.00000     0.00000     0.00000    11.47146
   -16.44457    10.38240     0.46428     0.00125     0.46427     0.00000     0.00000     0.00000     0.00000     0.00000    11.31220
   -16.43057    10.62720     0.49136     0.00124     0.49142     0.00000     0.00000     0.00000     0.00000     0.00000    11.61122
   -16.41657    10.97100     0.52267     0.00125     0.52270     0.00000     0.00000     0.00000     0.00000     0.00000    12.01761
   -16.40257    11.09160     0.54199     0.00123     0.54200     0.00000     0.00000     0.00000     0.00000     0.00000    12.17683
   -16.38757    10.84680     0.54164     0.00119     0.54157     0.00000     0.00000     0.00000     0.00000     0.00000    11.93121
   -16.37357    10.35000     0.52720     0.00113     0.52723     0.00000     0.00000     0.00000     0.00000     0.00000    11.40556
   -16.35957     9.89100     0.51449     0.00108     0.51446     0.00000     0.00000     0.00000     0.00000     0.00000    10.92103
   -16.34557     9.79380     0.52121     0.00106     0.52110     0.00000     0.00000     0.00000     0.00000     0.00000    10.83717
   -16.33057    10.23840     0.55814     0.00109     0.55823     0.00000     0.00000     0.00000     0.00000     0.00000    11.35585
   -16.31657    11.17800     0.62313     0.00117     0.62306     0.00000     0.00000     0.00000     0.00000     0.00000    12.42536
   -16.30257    12.32100     0.70006     0.00128     0.70008     0.00000     0.00000     0.00000     0.00000     0.00000    13.72242
   -16.28857    13.27140     0.76562     0.00139     0.76542     0.00000     0.00000     0.00000     0.00000     0.00000    14.80384
   -16.27357    13.69980     0.80057     0.00147     0.80052     0.00000     0.00000     0.00000     0.00000     0.00000    15.30236
   -16.25957    13.50900     0.79917     0.00149     0.79920     0.00000     0.00000     0.00000     0.00000     0.00000    15.10886
   -16.24557    12.85020     0.77054     0.00146     0.77040     0.00000     0.00000     0.00000     0.00000     0.00000    14.39261
   -16.23157    12.00600     0.73082     0.00140     0.73086     0.00000     0.00000     0.00000     0.00000     0.00000    13.46907
   -16.21657    11.23200     0.69508     0.00132     0.69504     0.00000     0.00000     0.00000     0.00000     0.00000    12.62345
   -16.20257    10.67400     0.67148     0.00126     0.67146     0.00000     0.00000     0.00000     0.00000     0.00000    12.01820
